Tumor_SRR30510137,Tumor_SRR30510151,Tumor_SRR30510181,Normal_SRR28602760,Normal_SRR28602761,Normal_SRR28602767
272,906,77,368,308,179
0,0,0,0,0,0
2,4,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,5,6
6,0,1,0,0,6
0,0,0,0,0,0
6489,7133,1050,4255,10071,11690
0,0,0,0,0,2
0,4,7,0,5,9
0,0,0,0,0,0
2,1,2,2,1,0
743,314,252,46,60,16
57,19,0,35,77,27
0,1,2,0,0,0
976,2099,694,3187,2660,2402
0,0,0,0,0,0
13,0,2,0,4,11
0,0,0,3,0,0
4,2,0,0,0,0
2,1,0,0,10,7
0,2,6,9,4,1
3740,6302,1046,1609,1904,1961
8,6,0,0,2,0
10,13,0,2,6,2
299,321,52,25,57,67
0,0,0,7,6,24
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
58,378,249,2993,1908,176
1685,1364,1793,911,1283,1927
0,0,0,0,0,0
0,0,4,0,0,0
0,8,0,4,2,0
0,0,0,0,0,0
0,0,0,0,0,0
12,12,390,334,194,236
0,0,0,0,0,0
2775,2251,1200,2605,2164,1548
0,0,0,0,0,0
0,0,0,0,0,0
1,6,0,2,0,0
2,0,0,1,0,0
0,0,0,0,0,0
1753,1882,596,2399,1115,361
0,0,0,0,4,6
10,4,0,24,22,6
9709,6839,1818,2373,2748,3106
2,0,17,2,2,2
1,0,0,5,3,2
4,7,14,13,16,24
2,0,0,189,42,0
0,2,0,0,0,0
851,712,122,927,887,1274
0,0,0,0,0,0
0,0,0,7,12,100
2,0,0,0,0,0
1150,1069,2168,5168,3292,1041
5100,3958,1012,1190,4651,5688
595,337,42,5919,3625,2607
0,0,0,0,0,0
0,0,3,0,2,7
0,0,1,5,17,22
50,152,1,48,56,40
0,0,0,0,1,0
566,327,92,20,8,4
2,5,1,1,0,0
0,0,0,0,0,2
0,0,0,0,0,0
6197,4259,1103,2271,3134,4235
6,4,0,4,2,0
0,19,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,4,1,21,36,219
3,0,0,0,0,0
0,0,0,0,0,0
23,3,0,1,2,0
0,0,0,2,2,0
8838,4917,875,2014,3164,4050
5,0,0,3,0,0
0,1,0,1,0,0
0,0,0,0,0,0
14,10,0,0,0,0
0,0,0,0,0,0
407,0,7459,659,655,4471
17,44,8,14,18,8
0,2,2,0,1,2
0,0,0,0,0,0
0,4,0,0,0,0
1146,404,390,213,303,332
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2623,3089,989,804,1398,1270
2852,3146,3348,2626,2751,3576
0,0,0,0,0,0
0,4,0,0,0,0
4,23,6,48,25,46
2,0,0,0,4,29
9,2,3,6,29,9
6,12,0,10,10,13
61,56,0,2,0,0
2,2,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
0,2,1,12,0,0
0,0,0,0,0,0
3,2,0,0,0,3
2980,1915,408,186,170,180
2,6,0,0,0,4
2678,2247,879,1366,2495,3731
98,43,29,5,4,1
632,112,129,424,602,1064
0,0,0,0,0,0
0,0,0,0,0,0
0,0,2,0,0,0
4070,4677,2323,1675,1806,1780
10,22,2,2,2,4
6,2,0,2,16,10
0,0,0,0,0,0
0,0,2,2,0,0
1888,1095,935,321,501,609
249,120,39,51,62,48
0,0,7,1,0,4
1,0,0,5,2,0
516,0,61,29,185,121
5163,8755,1260,2243,1437,920
0,0,0,0,0,0
17,1,0,0,0,0
4091,866,221,14,2,36
26,0,8,46,57,60
9,17,500,91,75,57
2399,2048,3935,2448,7791,11607
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3834,2050,1708,1014,1724,2197
31,166,246,819,240,86
0,0,0,2,0,0
6187,6765,1994,790,1709,3122
0,1,0,1,1,1
0,0,0,0,0,0
3,11,0,0,0,0
191,16,146,409,311,140
17433,9601,2620,2207,3550,4924
0,0,0,0,0,0
0,0,0,0,4,9
0,0,0,0,0,0
924,495,525,1892,1580,2634
437,494,129,592,571,551
16,100,13,20,16,13
48,45,94,63,68,91
79927,71440,14228,14481,26348,32356
0,0,0,0,0,0
11,0,0,64,30,19
13143,5873,999,699,672,293
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,4
0,0,0,0,0,0
25,7,0,439,221,30
2,0,1,2,2,0
0,18,0,0,16,2
0,0,0,19,4,1
0,2,0,26,20,2
0,0,0,0,0,0
1838,2770,2699,925,684,384
3520,3549,922,452,675,1173
2,2,0,0,0,1
6,4,0,0,0,2
4,0,0,0,0,0
0,0,0,0,0,0
1410,2520,3314,892,1396,1807
0,0,0,0,0,0
0,0,0,0,0,0
12258,7946,1152,3157,5548,9496
6,12,0,0,0,0
0,0,0,0,0,0
86,131,484,97,99,168
8,10,0,20,14,10
0,0,0,1,9,35
0,0,0,0,0,0
546,818,415,295,244,208
0,0,0,32,30,14
139,137,65,79,99,86
0,0,0,2,4,2
4,8,0,20,17,15
2,5,0,2,4,0
0,0,0,0,0,1
38,61,0,106,128,67
0,0,0,0,0,0
0,2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,0
6,2,0,4,0,0
0,0,0,0,0,0
49,66,184,99,124,87
0,0,0,0,0,0
358,519,37,359,374,325
14,8,0,8,13,24
0,0,0,0,2,5
0,0,0,0,0,0
0,0,0,2,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,4
2,0,1,9,16,14
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,0
0,0,6,0,0,2
0,0,0,3,11,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,3,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,5,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,2
0,0,0,0,0,0
55,4,14,3,1,8
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
2,0,0,0,0,0
0,0,0,0,0,0
2,0,0,1,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,2
0,0,0,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,0
0,0,0,0,0,0
4,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,0,0,1,0,0
0,0,0,0,0,0
0,0,2,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,0,0,2,2,4
0,0,0,0,0,0
20,34,0,8,5,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
10,3,0,0,1,5
7,2,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3,0,0,2,4,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,0,0,0,0,0
0,0,0,0,0,0
2,0,0,2,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,4,2,0,0,6
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
16,11,0,0,0,0
0,0,0,0,0,0
0,0,0,0,3,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
4,3,0,0,0,0
0,0,0,0,0,3
0,0,0,0,0,0
2,0,0,4,4,13
0,0,0,0,0,0
0,0,0,0,0,0
2,3,2,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,1,2,4,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,8
8,4,0,12,3,20
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,2,0,0,0,0
0,0,0,0,4,0
0,0,0,0,0,2
0,0,0,0,0,0
2,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6,1,10,0,4,14
0,0,0,0,0,0
0,0,0,0,0,0
0,0,12,2,0,0
0,10,0,0,5,0
0,0,0,0,0,0
0,0,0,0,0,2
0,0,3,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,4,0,0,0
4,2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
13,0,1,14,0,4
4,0,0,0,0,0
0,0,0,4,0,0
0,2,0,2,9,12
0,0,0,0,0,0
0,0,16,0,0,0
0,0,0,0,0,0
4,15,14,2,1,0
0,0,0,1,0,0
10,20,8,0,8,9
16,31,5,10,4,2
36,68,109,10,16,40
0,0,0,0,0,0
6241,4959,469,63222,60697,36824
5054,2177,3751,925,1135,2162
0,0,0,10,2,0
6,239,15,528,266,52
0,0,30,144,120,80
1658,1554,204,2117,3128,2997
0,0,0,0,0,0
169,112,120,131,130,130
6,6,0,2,0,3
4,4,0,0,0,0
10902,8140,2063,824,1368,2182
0,0,0,0,0,0
1769,3887,140,683,371,793
0,0,0,0,0,0
4,1,0,0,2,1
0,0,0,0,2,0
7,4,0,0,0,0
25,12,0,0,0,4
65,67,0,46,56,16
11,6,0,24,4,2
8,8,2,0,0,0
5,11,0,0,9,5
8947,6775,662,835,962,1105
0,0,0,0,0,0
14,6,0,2,0,0
8886,8236,1581,1650,2047,2524
0,0,0,4,2,2
1752,649,158,277,265,175
0,0,1,0,0,0
29,4,2,25,44,15
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1024,227,895,16,6,12
0,0,13,4,14,3
1167,4,11978,1776,876,1179
0,0,0,0,1,0
0,0,0,0,1,0
6149,5232,7799,13532,24840,28678
4018,5282,2534,7565,6361,6686
2601,2210,2708,1688,1309,1324
1426,592,1215,1059,1035,567
0,0,0,0,0,0
12,4,2,0,0,0
2,0,0,3,0,2
0,0,0,0,2,2
9,15,0,0,0,0
0,0,0,0,0,0
2,10,0,31,26,1
4,0,0,29,16,0
0,0,0,2,2,0
0,0,0,0,0,0
1,6,2,0,0,0
0,0,0,0,0,0
0,2,0,0,4,0
24,69,0,103,110,16
24,54,6,438,221,20
4,0,0,57,70,9
0,2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
651,862,511,532,601,589
0,0,0,8,17,8
93,0,177,6,4,45
0,0,0,0,0,0
0,0,0,6,4,1
12,0,0,560,1177,463
76,35,27,18,10,12
0,0,0,0,0,0
2,2,0,0,0,0
0,0,0,0,2,0
9,0,149,4,8,10
0,0,0,0,2,0
4,0,0,22,25,14
0,0,0,0,1,3
0,0,7,2,0,0
0,0,10,0,3,3
0,0,31,0,2,9
0,6,8,1,20,40
0,2,18,2,14,26
0,0,0,0,0,0
0,0,0,1,1,0
0,0,0,6,3,6
2205,1478,2415,4966,3965,6484
0,0,0,0,0,0
3,2,6,4,4,2
0,0,0,0,0,4
0,0,0,0,0,0
3,8,0,2,16,16
16,12,14,0,0,0
4157,6826,355,1139,1429,1655
173,103,67,73,85,72
0,0,0,0,0,0
218,1478,163,1016,537,61
0,0,0,0,0,0
499,759,4537,903,2673,3995
1074,366,882,558,552,553
3,6,0,0,0,0
470,407,118,208,343,409
0,0,0,0,0,0
0,0,0,0,0,0
638,316,716,1085,1296,904
0,0,0,0,0,0
55,43,147,72,47,47
1304,656,1624,1156,1493,2665
7474,6779,7464,1550,2672,4261
1340,780,825,2135,3053,3178
1107,2020,56,773,544,200
1,10,14,16,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
13,7,36,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
2,0,20,4,12,4
0,0,1,0,0,0
0,0,0,0,2,0
0,0,0,0,0,0
2,2,2,0,0,2
34,52,6,1043,1675,1346
0,2,0,4,2,2
14,2,92,34,51,31
0,0,0,0,0,0
6,2,0,2,2,2
11,2,0,0,0,0
35,13,16,14,23,10
0,0,0,0,0,0
91,91,41,62,83,69
467,351,9,814,1274,929
14606,6631,4356,3768,3303,5054
5,1,8,0,0,0
5,1,7,3,1,0
338,144,35,75,77,27
3997,2298,1361,1515,2819,4307
0,0,0,0,0,0
16,14,0,2,0,2
13,8,8,11,13,1
12,8,0,4,3,7
0,0,0,0,0,0
0,4,0,0,0,0
2,4,0,1,2,13
7088,5890,2545,1320,1603,1466
0,4,2,3,0,2
2,1,6,13,6,3
0,0,0,2,1,2
2,0,0,1,0,3
0,0,0,0,0,0
603,20,96,592,773,1154
622,377,318,1045,793,406
0,0,0,0,0,0
2,2,0,4,2,0
0,0,0,0,0,0
3485,3311,597,422,590,912
70,62,344,43,195,109
0,0,0,0,0,0
1045,278,701,456,512,598
41,24,185,425,1384,2308
4,0,0,0,2,1
294,115,74,386,555,763
234,203,50,518,999,1401
245,126,41,78,157,59
0,0,0,0,0,0
27,16,9,11,13,18
49,17,14,21,19,19
3496,1519,620,157,264,246
0,0,0,0,0,0
2,0,0,4,2,3
0,0,0,0,0,0
4,4,0,1,0,2
0,0,0,0,0,0
25,14,0,23,11,4
0,0,13,9,1,6
2,0,0,2,21,14
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,0,4,2,0,1
0,0,0,0,0,0
0,0,0,4,39,0
0,0,0,0,0,0
0,2,64,6,6,4
2,0,0,0,0,0
0,0,0,2,1,0
2,1,0,4,0,0
0,0,0,0,0,0
0,0,0,0,0,0
32,41,8,0,2,2
0,0,0,0,0,0
2,2,0,4,2,2
0,0,0,0,0,0
60,289,379,2898,1124,115
2269,2595,208,1714,825,648
343,134,176,806,472,951
2,2,0,3,10,30
11044,4192,1716,2842,4472,6064
4,42,0,19,42,41
0,1,0,2,0,0
9942,4689,1890,1943,5870,8781
26,2,0,0,0,2
2,6,9,4,5,5
0,0,0,0,2,0
67,21,36,47,38,54
2,6,0,2,2,0
0,0,0,0,0,0
175,24,90,113,132,96
5547,4612,3492,2991,3223,3668
0,0,0,0,0,0
0,0,0,0,0,0
7,4,5,2,1,2
5028,6841,3664,2267,2609,3055
8,0,0,0,0,0
620,484,375,270,497,390
4,13,0,0,2,4
65860,44002,17529,12182,15498,48408
9,5,0,0,0,2
1673,1601,731,3294,3946,3345
7,0,0,0,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,1
12,14,74,37,175,159
0,0,0,0,1,0
5,3,29,10,12,11
6426,5216,5579,2882,3173,3587
2347,1907,1981,2410,3441,2539
37,39,18,26,15,8
0,1,0,0,0,0
0,0,0,0,0,1
9,13,0,29,30,41
6975,4791,5933,4022,6147,10001
206,254,556,157,473,696
27573,24084,14974,6717,7106,10008
22,15,25,6,8,2
8,8,16,8,16,3
0,0,0,2,2,0
4042,3666,1291,94,112,240
10,220,0,1123,788,115
0,0,0,124,91,19
4,8,0,0,0,0
0,6,33,18,27,4
0,0,0,2,1,0
2,3,18,53,32,21
0,0,6,18,12,8
0,0,0,78,74,76
26,11,21,11,28,8
6,4,0,32,14,8
6,16,222,35,48,26
2,0,4,0,2,2
0,0,0,8,2,2
4127,4572,2009,987,549,302
89683,67541,83969,142505,200804,140068
28,6,20,4,0,0
6182,7292,336,3224,1154,205
1759,879,1073,1177,838,523
11,4,5,80,75,35
6281,4978,1769,2008,2364,2420
234,66,128,37,46,494
8750,9378,11,3443,3147,1865
0,0,7,0,4,0
899,1013,166,638,599,515
14450,14484,10058,7954,7894,7639
17849,1529,10175,1882,3009,3999
30970,14898,8227,54760,62495,61533
3163,1568,2251,1605,2543,3768
0,0,19,36,13,4
11873,8045,12627,2585,3096,3405
11,26,7,30,29,21
179,147,69,161,167,172
2639,1834,940,3076,4517,4006
1081,316,210,311,510,513
0,0,0,0,2,0
42,166,42,1266,672,87
2495,1336,1205,3012,2462,908
337,357,1100,863,869,673
7,22,0,1,8,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,6,0,10,7,2
0,0,0,4,6,0
64,68,493,27,74,90
0,0,0,0,0,0
0,0,5,0,4,2
2916,3559,12894,2952,4162,6254
2,6,12,0,2,0
0,0,0,0,0,0
1634,1687,2313,1360,1664,1744
0,0,0,1,0,2
0,0,0,0,0,0
0,0,2,0,0,0
0,2,35,4,4,18
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,3,0,0,0,0
32724,17599,10065,3442,4448,5414
175,40,20,76,60,102
0,0,0,0,0,2
289,249,64,3110,1866,591
5500,3838,1619,1591,2461,3160
10,140,12,10643,4816,828
405,88,1041,1067,1467,833
6,12,8,5,8,7
1,3,2,4,2,4
4472,2863,3532,3259,3401,3287
30,37,20,23,20,7
1705,1601,1446,1411,1604,1578
2885,3733,3487,1078,1019,1228
119,364,2927,531,6900,17556
1439,45,3678,624,1280,3548
0,0,0,2,4,3
261,268,153,705,438,610
0,0,0,0,1,2
22,32,40,36,25,43
20,197,30,2320,866,73
103,100,52,281,545,464
1,4,25,0,0,2
19,10,52,12,12,6
91,122,123,13,31,50
0,0,0,0,0,0
4,6,2,8,2,11
0,0,0,0,0,0
3,7,28,13,31,18
0,0,0,0,0,0
0,0,0,0,0,0
3,0,0,94,86,88
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
656,318,229,432,453,462
4,2,4,5,4,0
10,4,32,43,78,46
0,1,0,4,2,0
2,0,4,2,0,2
5,4,0,3,7,0
9,2,0,2,2,8
4,0,24,8,7,12
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,16,0,2,0
2,20,12,5,5,3
7555,7698,3836,6283,9547,9770
2,0,0,2,2,7
10080,5098,2839,1398,1701,2310
2,0,13,1,0,0
1310,200,2113,3796,18819,14862
2,0,0,4,0,0
0,0,0,0,2,0
2,4,2,3,4,4
947,676,335,106,69,52
4145,2515,401,417,226,97
2,2,38,138,211,205
0,0,0,0,0,0
9,6,55,47,22,31
8609,5744,4859,4303,4308,3764
0,0,0,0,0,0
793,236,199,101,54,42
646,648,150,957,753,652
0,2,0,0,0,0
174732,113812,32833,37159,42770,81602
2,8,0,7,20,24
2,0,0,1,10,7
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
487,242,842,441,557,874
508,107,97,471,615,263
5,4,6,9,12,3
7,1,22,0,0,4
7883,1262,1046,63,50,129
9567,7849,10148,17682,27515,25734
0,0,0,0,0,0
13,12,21,9,7,8
0,2,0,11,7,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,4,2
39,15,25,194,83,25
811,781,874,388,505,820
127,200,130,1643,1422,331
0,0,0,0,0,0
6,0,17,9,11,3
3825,4584,1857,1068,1082,1396
1,4,0,0,0,0
0,0,0,0,0,0
2,5,0,2,6,2
8,4,33,8,15,5
3958,2979,2503,2709,3657,3757
6873,2395,4108,4339,4437,4167
8,7,0,0,0,0
4246,2861,1024,1295,1296,1416
11,3,4,3,16,5
4,2,6,16,18,13
1057,739,1100,1262,1617,1552
0,0,0,0,0,0
3,0,0,0,0,1
2523,240,378,1015,1400,2074
4,0,0,0,2,0
1,2,0,2,0,2
0,235,0,193,103,40
0,0,0,0,0,0
0,0,2,0,0,0
0,0,33,0,4,4
73,68,6,55,96,77
3,4,0,3,6,4
4537,2848,1067,482,613,954
0,0,8,0,0,0
20,2,2,2,4,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,16,21,33
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
5,1,49,2,2,2
4,0,7,2,4,0
0,0,0,0,0,0
12120,9875,3835,4512,6403,9218
3,13,17,0,0,2
32,3,5,13,19,16
0,0,0,0,0,0
2,0,0,0,1,0
976,457,1708,1681,3017,4492
5,0,0,0,0,0
382,149,1775,567,1804,3677
10986,6241,7193,2163,2124,2365
0,0,0,0,0,0
0,0,0,0,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
10,2,48,0,0,0
42,30,49,6,4,10
1359,955,1587,16,11,5
0,0,0,0,0,0
7,0,0,0,0,2
3093,3435,728,7691,5572,3286
370,102,4614,8694,30294,44272
0,0,0,0,0,0
0,0,0,0,0,0
2,0,0,0,50,8
0,0,0,0,2,0
0,0,0,0,0,0
2,0,6,0,0,0
26,2,0,21,23,8
29,29,0,22,17,11
2,2,0,4,8,4
0,2,3,0,1,0
0,0,0,2,0,2
1483,3498,12572,1048,409,301
0,0,0,0,0,0
0,0,0,0,0,0
17,3,14,8,19,32
0,0,0,0,0,0
2,2,0,0,0,0
26,6,0,10,10,4
1321,1082,171,40,88,152
374,396,48,38,118,104
10727,7363,1890,3070,3290,3544
2,0,0,0,4,4
395,235,35,113,145,116
2166,725,267,838,826,1345
28842,14255,1730,1874,2974,4903
0,0,13,62,27,115
4,17,0,2,1,2
0,0,0,226,343,432
112,42,455,261,211,639
0,0,0,0,0,2
0,0,0,0,0,0
571,162,72,519,578,1006
953,423,883,351,551,852
0,6,0,0,4,4
0,0,0,0,0,0
2,8,0,3,0,4
4,0,2,0,3,0
0,0,0,4,5,2
0,0,0,0,0,3
0,0,0,0,0,0
0,0,0,0,0,0
1123,718,375,408,572,915
0,2,0,0,0,0
27,38,20,35,17,16
0,4,2,4,2,0
0,0,0,9,7,0
0,0,0,17,21,4
0,0,0,2,2,0
0,0,0,0,2,0
0,0,0,8,1,0
2,2,0,8,4,0
32,42,0,300,192,20
7,2,0,12,1,0
206,302,152,326,200,102
2,0,0,3,0,5
0,0,0,2,2,6
0,0,0,2,3,1
0,0,0,0,0,0
1,0,0,0,0,0
2,3,0,0,1,0
10791,7287,5835,4697,12509,11014
3,3,11,50,27,4
0,0,0,0,0,0
0,0,0,0,0,0
1102,939,686,113,98,86
0,0,0,0,0,0
0,0,0,10,6,0
8,0,0,2,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4638,4216,1306,3395,3110,4198
9,4,6,3,1,3
40,4,21,35,65,114
2,4,0,10,6,9
0,0,0,0,2,2
177,52,102,126,132,113
5,0,0,0,1,1
0,2,0,0,0,0
2,2,0,0,0,0
6,4,0,0,0,0
0,4,0,0,0,0
0,0,0,0,0,0
0,0,6,0,0,0
0,0,0,0,0,0
8,0,0,0,0,0
33,24,20,0,0,0
1222,1383,1636,4102,5191,5337
1108,1639,1646,2069,4070,4131
0,0,0,0,0,0
72,65,28,18,24,20
16,12,8,59,44,39
776,555,717,212,362,408
1193,1132,866,831,841,744
0,0,0,0,0,0
1122,1053,465,554,563,642
7606,9550,13439,13070,21493,20712
3,9,17,0,0,0
8,1,3,0,0,0
0,2,0,0,0,0
0,0,0,0,0,0
5326,6067,1820,2070,2356,2197
12,33,1,3,2,2
25,18,41,25,45,16
2679,2384,465,969,2338,4266
974,559,555,731,830,982
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1280,685,1063,809,899,657
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
21,27,48,32,42,10
3747,4683,6419,4627,3747,1451
13,4,26,0,0,0
2,0,0,2,2,2
63,146,242,277,332,223
14,32,0,29,24,20
0,0,0,0,0,0
1002,408,108,614,934,800
18,19,20,11,14,10
5278,3844,2263,1602,1120,1437
0,0,0,0,0,0
2,2,6,13,4,2
321,11,28,395,347,142
0,2,1,0,0,0
0,0,0,0,0,0
3182,2026,861,837,663,555
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,2,0,0,0
53,36,1838,102,228,234
0,0,0,0,0,0
0,0,0,0,0,0
2,0,162,89,878,1447
0,0,0,0,0,4
0,0,0,0,2,0
10,32,2,0,0,0
0,0,4,16,13,28
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,6,1,2
0,0,0,0,2,0
2,0,0,2,2,6
0,0,0,2,0,0
2,10,0,0,0,0
0,0,0,0,0,0
1552,302,324,3539,1562,1697
27,16,8,136,138,30
2,12,0,12,8,8
1,0,0,0,3,0
0,0,0,10,1,3
0,0,0,0,0,0
0,0,0,2,0,0
0,0,0,0,0,2
230,150,18,347,492,492
0,0,2,0,0,0
0,0,0,0,0,0
10,0,0,0,0,2
3,0,0,0,0,0
38,4,8,0,0,2
5,0,1,2,5,4
1,0,0,2,1,0
0,0,0,4,0,3
16,17,41,5,5,4
5504,3128,1609,1456,1528,2073
10128,2586,2122,676,1582,3587
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
15,2,13,3,5,1
0,4,23,2,2,4
0,0,0,0,0,0
0,0,1,0,0,0
0,0,0,0,0,0
0,0,0,0,0,4
0,0,0,0,0,3
2,0,0,0,2,7
0,0,0,0,0,0
0,0,2,0,0,4
0,0,0,0,0,0
4,0,0,1,6,23
0,0,4,0,0,0
12,0,67,64,155,347
0,0,0,0,1,1
0,0,0,0,0,0
16,6,7,9,18,12
4,0,0,0,0,0
1095,535,128,295,88,32
52809,48758,6379,622,1373,2282
1618,425,1100,299,236,421
51,28,50,4,19,38
52,16,0,66,64,29
5755,4530,2786,2813,2763,2769
1236,335,917,378,454,391
3872,5771,2948,723,3487,6648
5769,4961,1058,806,1040,1268
5321,5384,839,1078,1440,1522
32170,20791,7287,4692,4228,3839
1134,800,97,3992,2897,340
9042,10860,2578,2914,4522,4058
257,142,17,231,131,122
4851,3461,1526,3850,3030,3138
12219,12279,3783,3627,7497,10746
938,400,1584,9987,59120,87402
11969,7081,2791,3403,5871,8354
4,0,0,5,3,6
2730,1157,1166,319,347,367
4,0,0,18,13,4
156,287,117,2805,1256,393
18612,20254,6267,4400,3593,2790
0,3,0,0,2,0
31496,15050,24958,6959,7132,9630
569,238,306,5301,3560,403
0,0,0,0,0,0
1979,788,312,2421,1834,2484
0,0,0,0,0,0
0,0,0,0,0,0
28,22,0,37,33,6
2767,1791,1702,3293,3765,3221
0,0,0,0,0,0
32,14,13,224,340,212
0,0,0,37,130,172
4,12,49,29,74,77
294,366,528,2116,12528,16508
2,4,15,209,242,213
0,0,0,0,0,0
0,0,0,0,0,0
