Tumor_SRR30510137,Tumor_SRR30510151,Tumor_SRR30510181,Normal_SRR28602760,Normal_SRR28602761,Normal_SRR28602767
0,0,6,272,306,282
8,4,0,21,68,34
1,0,0,0,0,0
4734,864,2498,5817,6747,7365
0,0,0,2,0,0
15070,8861,1891,811,585,185
2,0,0,41,214,486
707,413,889,2509,1397,1859
44,6,12,7,3,0
0,0,0,0,0,0
2428,1757,1049,393,364,501
0,0,0,10,4,0
0,2,0,12,22,8
55,34,28,35,67,86
8998,3449,2188,2248,2522,4613
0,2,0,0,3,0
0,0,0,0,0,0
25,8,0,0,0,0
0,0,0,0,0,0
0,0,9,2,2,2
6188,1808,262,1902,1834,626
0,0,0,0,0,0
6,4,16,0,0,2
5491,4604,2708,8741,6843,6420
0,0,0,0,0,0
0,0,2,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2403,1990,4579,7510,10590,7772
74,93,160,44,36,38
0,0,0,0,0,0
3,2,0,0,1,4
0,2,0,0,2,0
2,0,0,0,2,0
0,0,0,0,0,0
8734,4592,36,196,98,33
6,0,0,33,10,0
0,0,0,0,0,0
651,621,275,1035,1090,1103
0,0,0,0,0,0
11497,7165,7363,4878,5443,5327
2,0,0,0,2,0
0,0,0,0,2,0
54,0,1163,322,419,831
5,1,0,0,0,0
94,47,0,18,25,20
421,119,80,1045,791,485
651,1062,2223,5078,5178,2314
0,0,0,0,0,0
153,70,90,3370,3193,3698
10555,21672,2305,5058,10989,11450
0,0,0,0,0,0
0,14,0,2,0,0
4826,3021,1789,5851,5958,3254
0,0,0,8,0,0
0,0,0,0,0,22
7531,4829,1552,2468,1918,2087
6071,1350,819,195,392,447
2,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,4
0,0,0,0,0,1
0,0,0,4,5,2
0,4,0,553,756,353
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6,2,0,0,4,6
0,0,0,0,0,0
2586,1922,3420,1869,2134,2845
9163,7419,2798,1833,2139,2953
0,0,0,0,0,0
0,0,1,0,0,0
16,3,15,78,76,49
2,0,0,0,12,0
0,0,0,0,0,0
0,0,0,0,0,0
8,3,7,2,0,1
0,0,0,3,2,0
3,4,0,8,9,2
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,2,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
8,5,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
17,22,2,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
19,6,10,8,9,14
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,3,5,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,0,0
0,0,0,0,0,0
0,0,2,0,0,0
0,1,0,0,2,0
21,7,8,0,2,0
0,0,0,0,2,0
2,0,0,0,2,0
0,0,0,0,0,0
30,7,0,0,1,0
0,2,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
12,20,0,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,4,0,7,12,2
1612,248,152,3550,4951,3017
0,0,2,5,2,8
1688,913,1404,1075,1308,1839
2,0,0,21,86,101
3,4,8,142,1332,1483
0,0,0,1,40,67
0,0,0,0,0,0
0,0,0,32,2,6
48,41,7,400,357,275
579,65,93,1395,1693,1169
2,2,0,7,23,51
0,0,0,0,0,0
0,0,0,0,0,0
4,0,0,6,18,10
0,0,0,0,0,0
2,0,0,0,0,0
12,0,1,0,0,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
22,2,5,27,26,23
0,0,0,4,0,4
42,12,0,4,2,4
2,2,30,2,0,0
26,14,3,0,3,2
20,14,28,17,26,46
10814,7757,9520,10076,11299,11648
8651,3692,1153,892,1532,1973
0,0,0,0,0,0
0,12,9,0,0,1
2,31,2,7,2,4
0,0,0,0,0,0
2,0,0,0,3,0
0,0,0,0,0,0
16,54,279,559,490,175
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,2,2,3
0,0,0,2,1,0
9982,5537,2582,1290,1855,2593
1337,862,1559,738,594,1139
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,4,2
6,6,0,0,10,2
3709,2018,1577,882,744,943
11066,11214,6732,9571,12883,21237
1307,784,1389,3106,1946,1097
0,0,0,0,0,0
3,2,26,12,15,25
11,9,14,0,0,2
10,0,0,0,0,0
1,0,2,0,0,0
0,0,0,0,0,0
6243,5017,3496,1518,1544,1891
0,0,0,122,54,70
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
68077,36240,6925,5567,8841,12456
3,8,21,0,0,0
28,23,0,2,2,0
0,0,0,0,0,0
0,0,0,0,0,0
24,8,28,18,11,27
6448,4214,2844,939,1105,1247
2,0,1,0,0,1
6640,1507,1781,14,9,54
0,0,0,0,0,0
0,0,0,0,0,0
63,0,90,81,91,313
0,8,4,0,0,0
5,10,23,1,1,2
3929,3664,1245,967,1194,1142
6172,4799,1669,3089,3641,4810
0,0,0,0,0,0
130,494,253,4170,1692,270
0,2,16,93,41,6
0,0,0,0,0,0
0,52,40,432,308,32
0,0,0,0,0,0
0,0,0,4,0,2
0,0,0,0,0,0
0,0,0,0,0,0
5757,4987,1056,2950,3188,3418
2,2,12,17,7,5
4,0,64,4,22,30
0,0,0,0,0,0
2227,1391,5468,959,1702,728
34,272,150,712,2306,1237
2715,1978,3004,5195,9190,8841
0,0,0,0,2,2
0,4,0,2,0,0
122,349,769,1139,972,148
0,0,0,93,107,11
0,0,0,9,3,1
0,0,0,12,6,2
2,8,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,6,0,0,0,2
4682,2330,1485,2352,1863,1659
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,0,3,2
201,240,522,5935,9840,7260
14,29,28,49,469,313
0,6,0,2,8,2
50,96,0,8,8,0
8,2,0,0,0,0
3516,2873,1854,971,935,1189
111,146,0,250,117,34
28,117,4,12,7,2
6,8,0,114,119,48
0,0,0,0,1,0
2,0,0,188,209,143
0,0,0,0,0,0
5,6,22,2,7,0
9,10,0,11,10,4
1533,635,420,980,637,468
1469,735,687,652,685,1055
0,0,0,0,0,0
0,0,6,0,0,0
4,8,9,16,1,0
0,2,0,4,0,0
1,0,0,2,2,0
15,30,40,62,68,9
3,15,7,7,8,4
0,0,7,12,12,6
23066,13112,6297,2711,5194,7147
27,17,0,2,4,3
12255,8918,939,1013,1089,874
110,8,59,157,226,166
0,0,0,0,2,0
1,0,0,0,0,0
161,86,216,2820,2562,2485
0,0,0,0,0,0
278,953,57,534,211,127
294,150,219,76,233,313
2,6,0,6,13,17
4,0,3,15,0,4
0,0,0,0,0,0
0,0,0,0,0,0
10,0,0,0,5,4
0,0,0,0,0,0
0,2,12,0,2,0
700,227,2134,22796,17125,12017
6038,2000,1285,592,474,500
128,144,38,697,469,289
1584,657,628,1107,1658,2236
1613,1956,578,3345,1370,238
2,1,0,139,289,215
0,0,0,4,6,0
35,0,8,3589,2090,1276
0,0,0,0,0,0
5520,1993,1787,214,244,431
0,0,0,0,0,0
8,12,0,16,28,25
2,6,0,0,1,5
0,0,0,0,0,0
3735,2407,4723,2862,2863,1903
0,2,0,7,2,2
0,0,0,6,3,0
0,0,0,0,0,0
12,0,24,31,46,39
1314,612,848,682,751,886
1957,1243,2716,3070,4962,5634
1739,1184,2536,1490,1588,1718
20,18,0,44,60,20
4,0,0,1,0,0
10,0,0,2,0,4
2,0,0,0,0,0
49,4,146,6,2,4
0,0,0,0,2,2
10,7,20,8,12,17
4,3,11,0,1,0
4,14,8,2,1,0
0,0,0,0,0,0
358,66,2132,1575,1348,1031
0,0,0,0,0,0
0,0,2,44,86,30
4,0,0,0,2,2
0,0,0,0,0,2
30435,5275,3590,148,88,223
2,0,0,0,0,0
38,4,78,104,106,154
2,0,86,70,78,102
1442,1022,1677,4167,5734,7146
2,0,0,16,62,141
3,0,0,20,12,8
1688,948,1375,1565,2455,3172
2,3,14,0,0,1
5,4,5,0,1,2
9,0,0,58,50,31
80,50,92,6,6,8
0,0,0,0,0,2
94,32,128,37,34,16
0,0,0,0,0,0
1,0,0,23,14,6
16,1,42,4,4,9
4638,1641,727,487,875,1204
0,2,0,1,0,0
0,0,0,2,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
7,3,14,4,10,3
2,0,0,0,0,2
0,0,0,0,3,1
0,0,0,0,0,0
161,157,147,56,98,54
0,0,0,16,8,0
1434,212,448,10484,3465,167
0,0,0,0,0,0
8,0,0,0,0,0
9,0,0,0,2,0
9301,5241,6358,5127,5682,6742
2,13,0,4,8,14
0,0,0,12,4,3
330,306,465,11912,7014,1181
476,107,1230,1260,997,219
2,0,1,14,12,7
12,2,2,20,13,6
27,38,12,39,29,15
0,0,0,0,0,0
51,0,260,89,191,465
0,0,7,2,2,6
0,0,0,0,0,2
0,0,10,0,2,19
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
538,368,670,1418,1316,1137
1,0,4,2,0,1
242,156,262,289,236,267
0,0,0,0,0,0
3959,2153,8938,3499,3710,3996
141,40,166,285,489,474
7955,4005,5172,1731,2702,3316
1227,1087,958,1909,2793,2206
4,0,0,1,0,0
366,0,198,38,2,62
0,7,0,14,14,13
8101,6837,8532,13855,7840,5494
0,0,0,0,0,0
20,6,127,585,449,142
0,8,6,62,36,10
635,399,650,3108,2299,1257
26,14,74,6,4,12
0,0,0,4,2,2
2244,561,271,402,902,949
729,175,820,697,778,1421
0,0,0,0,0,0
0,3,2,2,0,0
3,6,0,2,3,2
190,68,230,8299,8747,8412
0,0,0,0,0,0
12,2,6,47,40,5
0,0,0,0,0,0
2519,1669,2703,1491,1517,1603
2,1,1,0,3,2
11666,3639,4261,980,1814,2731
3,1,0,0,1,1
7013,3379,3982,6906,6360,7005
42,24,8,4,2,4
893,218,0,56,30,8
0,2,0,0,0,0
0,0,0,0,0,0
0,4,0,22,38,6
10,0,0,24,30,13
16274,6261,4941,3265,4897,5505
4722,1739,2520,2001,1648,1483
3567,2552,63,771,505,56
8,2,2,15,13,14
2,2,0,0,0,0
245,99,127,2785,3451,6986
0,0,6,0,0,0
7999,4059,1470,2165,2288,3185
131,66,145,395,418,286
0,0,0,0,1,1
0,0,0,0,0,0
3,0,1,1,7,2
17,4,9,2,0,0
0,0,0,0,0,0
2,2,0,3,4,4
11872,10674,7815,33528,25349,28774
10,2,14,3,8,10
0,0,0,0,0,0
0,0,0,0,0,0
0,0,9,5,4,7
23818,15495,8567,4359,23592,50198
1374,1291,1105,1494,1934,1940
2940,2194,4786,1448,1863,1666
58563,38111,11746,11519,17599,17351
0,6,2,0,0,0
0,0,7,0,0,0
7068,3939,3077,3462,4558,3499
18,12,0,6,23,2
773,113,258,1658,774,296
6,0,0,0,0,0
23,8,35,3,2,2
0,0,0,2,0,0
23,26,15,12,45,33
785,508,5279,1185,838,3425
2,0,0,2,6,0
0,0,0,0,0,0
0,0,0,0,0,0
2,0,0,0,0,0
280,70,37,567,692,1135
0,0,0,0,0,0
6273,3314,1619,3380,4205,4767
0,0,0,2,0,1
19,8,7,4,20,12
0,0,7,0,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
13,10,74,138,28,0
26,4,31,8,15,14
79,20,8,282,347,219
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,1,0
0,0,0,0,0,0
0,0,0,2,0,0
0,0,0,6,0,4
0,0,0,0,0,0
0,0,0,0,0,0
16,30,5,28,32,101
0,0,0,0,0,0
0,0,0,0,0,0
3693,2068,2592,1211,1106,1214
10057,1649,3302,10,3,77
16,14,56,186,115,32
700,174,577,543,630,766
0,0,0,0,0,1
1,0,10,0,4,3
25285,13651,4167,2475,4047,5556
16105,12006,5532,4627,5554,7341
8,7,0,2,2,8
2,0,0,10,2,2
52,548,2087,650,725,586
0,2,0,12,15,14
4,0,10,0,7,0
0,0,416,8,26,18
0,0,0,0,0,2
4,114,32,97,56,14
2,12,0,0,0,0
2816,1570,2416,898,967,815
1569,1274,1725,5273,5943,4184
2578,158,4596,1634,11661,14730
518,307,134,1282,3678,4404
0,0,0,0,0,0
4,11,2,6,5,6
6291,3567,2000,2805,3627,4975
2,6,4,58,110,98
6,12,187,632,693,567
1593,1318,2576,1615,1769,1228
26,24,51,475,421,78
112,68,521,4562,12427,16245
6,8,4,16,14,0
4,7,5,2,2,1
405,162,1226,606,482,724
4074,1674,3939,3270,5314,10028
0,2,13,0,0,0
0,0,0,0,0,0
6676,5856,3521,23213,31856,34254
2,0,6,0,8,2
0,4,0,0,0,0
0,0,0,0,0,0
273,640,133,22211,19434,13776
4739,2863,3835,940,1457,2923
0,0,0,0,0,0
0,0,1,0,0,0
400,300,152,925,741,713
1109,909,421,1239,1376,1528
7,18,12,175,188,55
246,242,155,174,212,133
5580,5395,5280,9001,6050,2058
6561,4279,2186,2943,3747,5211
0,4,0,0,0,0
17178,15214,4780,4312,5279,6439
0,0,16,318,351,365
7,6,0,3,36,42
2171,1986,850,3023,2514,3711
6537,2600,2358,2824,2376,2217
6165,1056,992,65,65,161
6932,4189,2338,947,1038,1553
0,0,0,0,0,0
9965,6631,5593,3946,6638,8458
8,16,11,2,7,3
14,13,0,0,2,5
10,10,1,14,10,10
12,0,0,6,8,2
30,11,202,85,149,144
1754,1480,676,1395,1448,1137
3005,1568,2720,1839,2589,3558
1193,1107,1624,939,1345,974
0,0,0,0,0,0
22,2,122,1,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
2707,3339,686,68,76,66
0,0,0,0,0,0
10,7,4,22,17,0
135,50,14,100,119,124
1446,500,657,325,297,381
4,0,0,4,3,0
5903,3646,3729,2337,2323,2328
6570,3660,1371,970,943,1536
0,0,0,6,6,0
5681,802,2419,1514,2138,3853
5,2,0,36,43,38
6317,4565,2797,1011,523,427
540,289,569,75,89,142
0,1,1,0,2,0
0,0,0,2,2,2
11423,7541,3952,4293,5301,5534
1830,938,4709,2517,2144,1792
393,0,2195,262,469,1460
5314,2746,2090,1577,1942,2322
1384,860,1271,1426,2170,2063
3154,1065,4862,4340,4777,3872
51,16,0,148,115,73
1013,2543,193,1554,1744,1337
0,0,0,0,0,4
0,0,6,2,2,0
3082,2041,1211,4389,6476,8279
32,6,27,14,36,27
5817,4522,1277,683,1296,1856
3413,2056,1443,1478,1491,1478
2,4,0,3,2,0
765,1523,20,240,316,45
0,0,0,0,0,0
0,0,0,14,4,0
0,0,0,0,0,0
0,0,0,0,0,0
6294,1870,1578,1965,1864,2901
0,2,0,0,0,0
2413,961,3318,2072,2627,3844
1778,1088,307,912,1104,1051
1868,1572,3146,21613,11786,3235
0,0,0,0,0,0
1590,971,1598,2321,2925,3244
128,70,122,239,302,411
6,2,0,6,21,25
2,2,0,0,3,6
0,0,0,0,0,0
233,202,130,1396,2985,1336
0,0,0,0,0,0
0,0,0,2,3,0
0,1,0,0,0,0
6179,2082,14127,233,158,84
0,0,0,0,0,0
0,0,0,0,0,0
2,0,0,0,0,0
1070,746,1445,2164,3583,4035
3312,2547,2685,2248,2844,2777
4933,3177,4216,2543,2683,2541
12,2,2,52,106,20
684,836,351,549,218,72
7,6,12,38,61,81
35,22,158,536,6347,10904
18,30,40,130,211,134
580,1858,2623,275,249,72
4,6,15,11,118,25
141,130,231,358,457,396
3987,1792,1367,4716,5479,7623
6431,6412,2480,4203,3515,1808
1232,2107,872,15783,11553,2816
0,27,25,794,620,117
21813,13111,3365,7902,9442,9127
8,0,0,4,2,4
0,0,0,473,200,18
6402,4267,2205,2628,3571,4348
24,0,0,10,22,50
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,4,1,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6027,2391,4302,7918,11361,12182
0,0,0,0,0,0
1420,1408,1589,1439,3169,5629
20,0,0,40,26,7
0,0,6,0,0,0
6,46,75,255,150,37
358,539,898,1714,1160,1282
0,0,0,0,0,0
0,0,0,0,0,2
1129,827,1340,1271,1697,2578
4,0,5,0,0,0
28,4,27,0,0,0
4,4,9,15,10,10
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,5,2,10,9
2,4,0,7,0,0
2131,1249,1311,2620,1640,764
0,4,12,1,5,2
2721,1845,3502,236,310,308
2402,1564,1355,1549,2255,2446
5875,10483,745,29250,10154,2924
4,4,11,3,0,0
0,0,0,2,1,3
0,0,0,0,0,0
0,0,0,0,0,0
125,81,121,95,151,159
8,4,0,0,6,0
3721,1083,468,890,609,268
0,0,0,0,0,0
280,653,11,106,56,48
0,0,0,0,0,0
2,0,2,14,5,7
0,2,0,10,2,5
18,14,0,49,45,39
74,42,8,68,39,44
36,16,2,17,38,17
29,27,29,13,19,10
0,6,0,3,8,10
513,407,70,1366,3401,4292
202,149,31,89,160,152
18,2,2,5,4,22
32,34,2,2956,1031,167
12889,5896,869,1033,1626,4038
7323,5052,6957,4099,4546,5327
161,121,399,117,85,181
196,116,106,82,117,161
374,4,0,2380,2201,346
49,257,72,13708,8218,963
1815,1054,1993,3031,9890,13363
24,9,87,120,1652,2324
3374,2700,816,1190,1244,1670
0,0,0,2,0,0
2,0,0,0,0,2
0,0,9,0,0,0
6200,2358,6401,1866,2208,1880
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6571,5938,1145,3220,3364,3984
0,0,0,0,0,0
0,0,3,2,1,0
6,0,0,0,0,0
0,0,0,0,0,0
34,18,0,1088,148,10
1663,1089,546,577,845,749
6,20,4,0,2,12
4,12,0,16,2,7
53,0,53,8,14,20
158,14,6879,924,695,383
0,0,0,14,3,0
0,0,0,0,0,0
0,2,0,0,4,4
0,0,0,0,0,0
42,18,24,100,178,50
130,173,117,860,1241,1247
6,10,0,38,52,57
0,0,0,0,0,0
2,2,0,15,17,18
1,0,0,1,0,1
0,0,0,2,0,0
5436,3879,7179,2721,5144,9120
0,0,0,2,1,9
2,0,9,2,0,2
0,0,3,2,0,1
0,0,0,0,0,0
2,8,0,10,6,6
0,0,0,0,0,0
0,0,0,0,0,0
2082,12,2188,5430,71300,88047
3245,2336,917,545,533,734
7792,4044,1455,489,503,900
14103,7900,5126,4194,6369,8484
7,78,437,175,207,94
3446,2538,405,1255,1972,1386
4797,1821,2813,2139,2703,2587
0,0,0,1,1,0
0,0,0,0,0,0
13252,8586,6807,3983,7616,11568
0,0,0,0,1,0
4,0,0,0,0,2
94,37,2,23,40,22
0,0,8,0,4,0
6,14,0,118,170,80
0,0,0,0,0,0
0,0,24,32,75,77
6320,3934,1612,5423,5615,6454
943,652,342,873,776,606
7,2,0,2,3,4
4,14,0,0,2,0
0,0,0,0,0,0
10,0,0,32,31,22
0,3,0,0,0,0
0,0,0,0,0,0
8,5,193,52,46,29
0,0,0,0,0,2
0,0,4,78,42,12
0,0,14,33,41,36
0,0,0,0,0,0
2428,1537,1956,1203,1677,1826
0,0,0,6,6,2
6,2,0,434,845,421
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,0,0,0,0,0
0,0,0,0,0,0
86,10,245,276,476,375
0,0,0,2,0,0
0,0,0,6,12,7
24,20,153,32,18,2
250,515,976,244,1268,857
0,0,0,0,0,0
0,6,2,11,7,5
19,22,210,121,284,30
0,0,0,0,4,0
0,0,0,0,0,0
0,0,0,0,2,0
0,0,0,0,0,0
0,2,0,0,7,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,0
0,0,0,0,0,0
0,3,8,18,5,1
2,0,0,0,0,0
4,12,3,60,41,10
3346,2452,1530,1701,2439,2697
0,0,4,9,6,5
2157,658,268,8426,9891,5108
0,0,0,0,0,0
941,578,213,309,324,166
6,11,19,82,46,16
12058,11171,16069,11591,11647,10921
4,4,9,0,0,0
38,11,7,23,29,32
5659,4812,6721,6824,8009,11350
65,74,32,5,2,1
4,0,55,16,14,12
24,24,2,4,6,6
14,15,14,0,3,11
24,8,0,0,0,4
3779,1726,3458,2420,3077,3542
3,4,20,5,4,22
0,0,0,0,0,0
2,0,0,0,0,0
4,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,0
5,5,0,0,0,0
2,0,0,0,3,6
0,0,0,0,1,2
36,13,0,1,1,1
923,1796,308,6688,7831,3563
3131,1428,1715,884,1803,2440
0,0,0,0,0,0
6,4,4,7,9,9
60,50,39,48,57,117
1902,1584,676,1597,3683,4883
7594,2226,1235,148,162,92
2,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,8,0,0,0,4
0,2,0,0,0,0
2976,1892,809,1293,1282,1122
0,0,0,0,0,1
5,10,0,4,3,9
2316,1199,1251,704,1137,1581
8,14,9,3,0,4
11888,8702,4864,1349,2422,5541
1362,938,1693,1024,964,905
0,0,0,0,0,0
0,0,0,0,0,0
2,0,12,0,0,3
2,0,0,0,4,2
1320,853,2120,4443,7477,8424
60,20,64,290,277,217
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
8204,6619,4233,1726,1354,1643
1,8,29,0,0,0
53,13,35,35,52,62
1455,1056,321,745,1092,1225
848,607,820,1331,1209,1339
0,0,0,0,2,0
0,0,0,0,4,0
0,1,15,4,7,8
0,2,222,61,79,25
0,0,0,1,3,0
0,0,0,4,2,6
7585,4986,4145,3903,3559,3200
3144,4947,1487,4530,3508,3265
11,14,0,142,80,32
12479,20524,2497,2841,4976,5557
0,0,0,6,56,56
106,58,13,12,19,18
0,0,0,5,0,0
1361,1169,4597,2729,2265,1664
30,16,251,274,527,573
0,0,0,6,12,2
29847,20828,11293,24430,15723,17516
428,214,213,956,1299,983
2681,1968,1943,4362,1368,986
0,0,0,0,0,0
42,81,0,3440,1057,118
0,0,0,0,2,0
0,2,0,7,2,0
2,0,1,3,0,0
0,0,0,0,0,0
13,38,36,20,26,56
6010,3382,2427,1668,1953,2185
0,0,0,0,0,0
0,0,0,0,0,0
0,4,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,2
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,10,16,5
0,0,0,0,0,0
0,8,420,6,2,4
103,70,42,146,364,531
388,358,263,479,746,455
1378,950,847,2002,2793,2203
1573,3680,330,6161,3045,286
0,0,0,2,0,0
2287,1956,1007,730,937,1051
565,221,175,79,155,266
0,0,0,0,0,0
2,0,0,0,0,0
0,0,0,0,0,0
0,0,4,2,2,6
59,30,5,32,60,55
0,0,0,0,0,2
243,134,172,105,97,92
8,0,92,140,43,48
0,0,0,0,0,0
13,8,4,28,10,4
0,0,0,0,0,0
12,14,4,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1833,1764,1270,3795,4034,5713
6,0,4,2,1,2
0,0,0,29,20,0
1438,1331,3985,3307,4430,3491
11,0,14,4,13,3
23,14,1015,258,119,155
0,0,0,0,0,0
0,0,0,0,0,0
1064,1005,351,585,512,507
0,0,0,0,0,0
15707,13462,2333,3522,4667,5770
0,0,0,0,0,0
175,38,97,1344,2474,1452
213,60,58,226,614,888
0,2,0,22,6,0
1420,584,552,650,406,276
0,0,0,39,6,0
0,0,0,4,0,0
0,0,0,0,4,0
0,3,0,0,2,2
22963,11996,1738,3448,4965,7471
0,0,0,0,0,0
0,0,0,0,0,0
0,0,3,16,6,2
0,0,0,4,2,0
0,0,0,157,36,0
8,0,1043,164,100,100
0,0,0,4,2,0
12,0,344,258,180,785
0,0,3,0,0,0
0,0,0,4,0,0
0,0,0,0,0,0
0,0,12,4,3,2
468,201,1614,480,467,1023
0,0,4,0,0,1
24,48,38,110,78,6
48,0,0,288,209,34
0,0,0,0,0,0
0,0,0,0,0,0
0,0,4,44,35,2
0,0,0,2,0,0
0,0,0,4,10,4
136,36,2,48,75,6
0,0,0,0,0,0
0,0,6,18,8,24
2,0,0,57,62,33
85,102,132,213,102,42
64,0,14,91,80,136
0,0,2,14,40,51
36,26,38,50,164,158
4,5,21,23,24,4
10,5,67,55,33,39
2,6,11,22,40,69
0,0,0,0,0,0
42,45,42,22,40,35
0,6,0,2,0,0
0,0,48,4,8,8
0,0,1,0,0,0
0,0,0,0,0,0
1924,1252,1778,575,831,1041
0,10,0,0,0,0
23,31,29,159,189,110
18,0,0,0,0,0
45,34,10,1011,895,367
0,4,2,0,0,2
185,0,316,36,24,34
1237,774,468,889,1189,1381
0,0,16,11,15,7
67,20,270,62,148,76
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
480,249,119,133,339,215
240,171,71,156,177,159
54,35,17,58,128,101
132,73,0,225,209,752
2,1,1,6,11,6
79,7,41,225,299,260
0,2,0,0,0,0
2,2,0,0,0,0
0,2,0,0,0,0
7870,9275,1981,3176,4054,4005
36,21,18,6,6,12
75,34,77,381,541,512
0,0,0,0,0,0
93,20,107,150,205,110
0,0,0,0,0,0
5000,2997,4081,5655,8338,8396
0,0,0,0,0,0
1348,1484,1465,10691,7434,6918
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1707,1033,1869,1821,2856,2563
0,0,0,0,0,0
7,6,1,50,97,102
37,0,59,16,42,37
193,106,151,2418,2883,2960
764,1168,218,825,593,165
0,2,0,2,4,4
0,0,0,0,0,0
0,0,2,6,6,4
0,0,0,2,0,0
0,0,0,3,0,0
138,106,0,548,226,36
6,30,0,0,4,6
0,0,0,0,0,0
417,1415,253,782,427,266
6,0,4,0,0,0
6,4,4,0,0,0
0,0,0,2,0,0
3464,1269,1128,526,162,150
3,9,0,0,0,0
0,0,6,0,0,0
0,0,2,0,0,0
0,0,2,0,0,0
4,4,14,0,0,2
34,42,6,2,0,0
0,0,8,0,1,0
6,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,0,0,0
0,0,0,2,0,0
258,84,114,416,444,346
0,0,0,0,0,0
590,647,62,1429,2042,1095
34436,19716,20079,3307,3617,5372
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,3,5,0
0,0,8,23,10,4
0,0,0,0,0,0
0,0,0,0,0,0
0,0,6,4,11,5
0,0,0,0,0,0
5,14,44,0,2,18
8,258,50,15,155,200
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
